FID,res_bldg_cnt,res_gwh,lmi_bldg_cnt,lmi_gwh,lmi_pct_gwh,lmi_pct_bldg,name,state_abbr,gid
pv_rooftop_county_lmi_pct_gwh.1776,159682.0011,2543.0951,46853.8294,871.8772,34.28,29.34,Bergen,NJ,1776
pv_rooftop_county_lmi_pct_gwh.2336,5720.0002,71.8622,3059.3904,40.6331,56.54,53.49,Fairfield,SC,2336
pv_rooftop_county_lmi_pct_gwh.1779,26658.9994,425.8174,11362.4341,195.0236,45.8,42.62,Cape May,NJ,1779
pv_rooftop_county_lmi_pct_gwh.1792,66609.0008,1145.5032,17898.0732,351.7337,30.71,26.87,Somerset,NJ,1792
pv_rooftop_county_lmi_pct_gwh.1796,147935.0026,2890.1278,55789.0574,1206.4184,41.74,37.71,Bernalillo,NM,1796
pv_rooftop_county_lmi_pct_gwh.2792,2385.0002,30.1863,723.2875,9.8274,32.56,30.33,Morgan,UT,2792
pv_rooftop_county_lmi_pct_gwh.1823,2168.9993,37.3556,1139.6282,20.0972,53.8,52.54,Sierra,NM,1823
pv_rooftop_county_lmi_pct_gwh.1825,8073.0005,127.002,3536.6003,59.1476,46.57,43.81,Taos,NM,1825
pv_rooftop_county_lmi_pct_gwh.1835,32878.9978,426.3063,13456.4457,205.1899,48.13,40.93,Chautauqua,NY,1835
pv_rooftop_county_lmi_pct_gwh.1844,9616.0006,112.0505,3454.1459,44.6196,39.82,35.92,Essex,NY,1844
pv_rooftop_county_lmi_pct_gwh.1848,11615.0005,142.9826,4281.7542,62.3358,43.6,36.86,Greene,NY,1848
pv_rooftop_county_lmi_pct_gwh.2526,21077.0007,259.1184,8160.1112,105.2935,40.64,38.72,Angelina,TX,2526
pv_rooftop_county_lmi_pct_gwh.2011,844,9.1719,362.1588,4.0102,43.72,42.91,Hettinger,ND,2011
pv_rooftop_county_lmi_pct_gwh.1851,23331.9981,364.2012,9043.3328,166.7603,45.79,38.76,Jefferson,NY,1851
pv_rooftop_county_lmi_pct_gwh.1854,15262.9998,181.156,6080.8901,86.0472,47.5,39.84,Livingston,NY,1854
pv_rooftop_county_lmi_pct_gwh.1858,297932.0034,3741.4497,91577.033,1279.2625,34.19,30.74,Nassau,NY,1858
pv_rooftop_county_lmi_pct_gwh.1859,3728.9924,214.1679,1910.5995,114.6086,53.51,51.24,New York,NY,1859
pv_rooftop_county_lmi_pct_gwh.1863,26579.9988,331.2555,8983.2461,135.1133,40.79,33.8,Ontario,NY,1863
pv_rooftop_county_lmi_pct_gwh.1865,10089.9996,123.3302,4551.0727,63.6888,51.64,45.1,Orleans,NY,1865
pv_rooftop_county_lmi_pct_gwh.1874,50958.9968,725.5211,17073.1405,277.3837,38.23,33.5,Saratoga,NY,1874
pv_rooftop_county_lmi_pct_gwh.224,33104.0031,1404.7227,13766.478,653.0962,46.49,41.59,San Francisco,CA,224
pv_rooftop_county_lmi_pct_gwh.2871,3619.0008,45.4489,1491.4867,19.5925,43.11,41.21,Lancaster,VA,2871
pv_rooftop_county_lmi_pct_gwh.1154,2144.9996,27.0157,956.8382,12.8324,47.5,44.61,Red River,LA,1154
pv_rooftop_county_lmi_pct_gwh.226,68845.0003,1200.0704,27241.6363,523.2125,43.6,39.57,San Luis Obispo,CA,226
pv_rooftop_county_lmi_pct_gwh.230,58947.0021,1022.905,26141.4834,501.1577,48.99,44.35,Santa Cruz,CA,230
pv_rooftop_county_lmi_pct_gwh.2613,7045.9999,97.6523,2900.9675,41.893,42.9,41.17,Gray,TX,2613
pv_rooftop_county_lmi_pct_gwh.1883,19052,293.1334,7347.6697,142.0801,48.47,38.57,Tompkins,NY,1883
pv_rooftop_county_lmi_pct_gwh.943,1060.9996,13.453,426.0165,5.5796,41.47,40.15,Logan,KS,943
pv_rooftop_county_lmi_pct_gwh.3057,9558.0006,104.2745,4141.1634,47.2277,45.29,43.33,Clark,WI,3057
pv_rooftop_county_lmi_pct_gwh.1884,42758.001,581.9256,16756.6227,265.3545,45.6,39.19,Ulster,NY,1884
pv_rooftop_county_lmi_pct_gwh.1464,1096.0003,15.3251,545.657,8.2309,53.71,49.79,Sharkey,MS,1464
pv_rooftop_county_lmi_pct_gwh.2640,6756.9996,97.2997,2494.6764,37.8939,38.95,36.92,Hutchinson,TX,2640
pv_rooftop_county_lmi_pct_gwh.1891,37875.997,520.9437,15205.1221,222.8444,42.78,40.14,Alamance,NC,1891
pv_rooftop_county_lmi_pct_gwh.1894,5509,66.6435,2595.9826,32.2158,48.34,47.12,Anson,NC,1894
pv_rooftop_county_lmi_pct_gwh.1896,4217,48.6439,1786.0465,21.1816,43.54,42.35,Avery,NC,1896
pv_rooftop_county_lmi_pct_gwh.1907,5293,57.9145,2161.6159,24.3352,42.02,40.84,Caswell,NC,1907
pv_rooftop_county_lmi_pct_gwh.1911,4053.0007,51.0667,1708.2398,22.8787,44.8,42.15,Chowan,NC,1911
pv_rooftop_county_lmi_pct_gwh.1942,2447.0001,28.0057,1125.1348,13.4162,47.91,45.98,Jones,NC,1942
pv_rooftop_county_lmi_pct_gwh.1944,13890.9994,189.1889,6103.8579,88.9468,47.01,43.94,Lenoir,NC,1944
pv_rooftop_county_lmi_pct_gwh.1950,186158.0032,3162.6805,61801.7982,1193.4497,37.74,33.2,Mecklenburg,NC,1950
pv_rooftop_county_lmi_pct_gwh.1958,25189.9988,416.8045,8215.0465,164.6431,39.5,32.61,Orange,NC,1958
pv_rooftop_county_lmi_pct_gwh.1962,3852.0003,43.4412,1517.9627,17.9105,41.23,39.41,Perquimans,NC,1962
pv_rooftop_county_lmi_pct_gwh.1964,33118.9975,600.9645,12735.4686,280.8273,46.73,38.45,Pitt,NC,1964
pv_rooftop_county_lmi_pct_gwh.1977,3391.9993,39.6021,1664.2218,19.7656,49.91,49.06,Swain,NC,1977
pv_rooftop_county_lmi_pct_gwh.1982,177662.9985,2959.8808,53540.8638,1070.6211,36.17,30.14,Wake,NC,1982
pv_rooftop_county_lmi_pct_gwh.1987,16390.0009,189.9981,7367.8632,89.2952,47,44.95,Wilkes,NC,1987
pv_rooftop_county_lmi_pct_gwh.2017,2053.999,23.5093,625.3887,7.4804,31.82,30.45,McKenzie,ND,2017
pv_rooftop_county_lmi_pct_gwh.2019,2476.0001,28.1921,951.5559,11.2367,39.86,38.43,Mercer,ND,2019
pv_rooftop_county_lmi_pct_gwh.2029,4255,51.3426,1578.1012,21.9656,42.78,37.09,Richland,ND,2029
pv_rooftop_county_lmi_pct_gwh.2032,478.0005,5.1487,225.129,2.4745,48.06,47.1,Sheridan,ND,2032
pv_rooftop_county_lmi_pct_gwh.2033,801.0004,8.7472,509.4979,5.6083,64.12,63.61,Sioux,ND,2033
pv_rooftop_county_lmi_pct_gwh.2054,11617.9984,138.9748,4248.7999,56.0987,40.37,36.57,Champaign,OH,2054
pv_rooftop_county_lmi_pct_gwh.2057,12044.0011,148.1778,4508.5747,60.2311,40.65,37.43,Clinton,OH,2057
pv_rooftop_county_lmi_pct_gwh.2059,10264.0004,110.5986,4270.6326,49.2765,44.55,41.61,Coshocton,OH,2059
pv_rooftop_county_lmi_pct_gwh.2060,13787.0005,162.4517,5842.3095,74.1191,45.63,42.38,Crawford,OH,2060
pv_rooftop_county_lmi_pct_gwh.1232,3819.0003,37.2903,1651.053,16.2262,43.51,43.23,Alcona,MI,1232
pv_rooftop_county_lmi_pct_gwh.2064,46537.9995,591.0886,9932.7195,145.0435,24.54,21.34,Delaware,OH,2064
pv_rooftop_county_lmi_pct_gwh.2075,22142.999,291.157,9157.2101,135.9773,46.7,41.35,Hancock,OH,2075
pv_rooftop_county_lmi_pct_gwh.2076,8548.9998,101.9671,3382.7044,44.0594,43.21,39.57,Hardin,OH,2076
pv_rooftop_county_lmi_pct_gwh.2086,61608.0008,759.4315,21479.4617,290.2858,38.22,34.86,Lake,OH,2086
pv_rooftop_county_lmi_pct_gwh.2089,13848.9993,161.8542,4646.4235,60.2584,37.23,33.55,Logan,OH,2089
pv_rooftop_county_lmi_pct_gwh.2092,11189.9997,140.7917,4206.2969,57.1726,40.61,37.59,Madison,OH,2092
pv_rooftop_county_lmi_pct_gwh.3105,5436.9998,61.792,2464.1757,30.4754,49.32,45.32,Sawyer,WI,3105
pv_rooftop_county_lmi_pct_gwh.6,1894.0004,25.9579,842.2996,12.5543,48.36,44.47,Bullock,AL,6
pv_rooftop_county_lmi_pct_gwh.2167,14967.0016,188.664,6109.5451,79.5419,42.16,40.82,Kay,OK,2167
pv_rooftop_county_lmi_pct_gwh.2764,10777.0008,138.8089,4217.702,56.6334,40.8,39.14,Wharton,TX,2764
pv_rooftop_county_lmi_pct_gwh.2770,10687.0004,134.454,3334.0417,43.3024,32.21,31.2,Wilson,TX,2770
pv_rooftop_county_lmi_pct_gwh.2781,5409.9994,77.2065,2398.1152,36.9975,47.92,44.33,Carbon,UT,2781
pv_rooftop_county_lmi_pct_gwh.2098,30923.9998,396.5997,10781.9164,157.4829,39.71,34.87,Miami,OH,2098
pv_rooftop_county_lmi_pct_gwh.2103,23812.0012,287.2947,9808.5406,132.7245,46.2,41.19,Muskingum,OH,2103
pv_rooftop_county_lmi_pct_gwh.2105,13535.0001,152.1326,5046.6128,59.5799,39.16,37.29,Ottawa,OH,2105
pv_rooftop_county_lmi_pct_gwh.2107,9266.9999,99.4565,3847.6586,43.8988,44.14,41.52,Perry,OH,2107
pv_rooftop_county_lmi_pct_gwh.2072,43466.9998,642.2131,12532.0853,201.9258,31.44,28.83,Greene,OH,2072
pv_rooftop_county_lmi_pct_gwh.2073,10947.9989,117.0048,4651.684,53.356,45.6,42.49,Guernsey,OH,2073
pv_rooftop_county_lmi_pct_gwh.3141,2421.9996,31.5424,1175.5746,16.1657,51.25,48.54,Washakie,WY,3141
pv_rooftop_county_lmi_pct_gwh.672,1546.0006,20.5666,836.5219,11.9836,58.27,54.11,Pulaski,IL,672
pv_rooftop_county_lmi_pct_gwh.570,1205.9998,12.4265,602.9603,6.3126,50.8,50,Custer,ID,570
pv_rooftop_county_lmi_pct_gwh.88,696.0001,6.7164,261.0801,2.7268,40.6,37.51,Petersburg,AK,88
pv_rooftop_county_lmi_pct_gwh.2115,18391.9995,214.3086,6929.8938,89.0503,41.55,37.68,Sandusky,OH,2115
pv_rooftop_county_lmi_pct_gwh.1521,2130,25.5211,804.2923,10.2151,40.03,37.76,Gentry,MO,1521
pv_rooftop_county_lmi_pct_gwh.2125,2947.0003,30.9262,1327.0282,14.3051,46.26,45.03,Vinton,OH,2125
pv_rooftop_county_lmi_pct_gwh.2126,55561.9986,725.5887,14805.8049,216.7704,29.88,26.65,Warren,OH,2126
pv_rooftop_county_lmi_pct_gwh.2407,1337.0002,14.1989,535.4476,6.0495,42.61,40.05,Marshall,SD,2407
pv_rooftop_county_lmi_pct_gwh.2153,1340.0001,17.1764,523.9658,6.7429,39.26,39.1,Dewey,OK,2153
pv_rooftop_county_lmi_pct_gwh.2154,1327.9999,16.5725,552.7384,6.8922,41.59,41.62,Ellis,OK,2154
pv_rooftop_county_lmi_pct_gwh.2157,15041.9996,190.4039,5539.5534,72.7964,38.23,36.83,Grady,OK,2157
pv_rooftop_county_lmi_pct_gwh.2162,3396.9996,38.2448,1684.7554,19.113,49.98,49.6,Haskell,OK,2162
pv_rooftop_county_lmi_pct_gwh.2166,2930.9996,38.5694,1303.4837,17.8718,46.34,44.47,Johnston,OK,2166
pv_rooftop_county_lmi_pct_gwh.1457,2581.0001,29.428,1281.2747,14.9245,50.72,49.64,Perry,MS,1457
pv_rooftop_county_lmi_pct_gwh.2171,12764,145.4201,5262.562,61.3717,42.2,41.23,Le Flore,OK,2171
pv_rooftop_county_lmi_pct_gwh.2180,10985.0002,132.8798,4626.0893,57.8445,43.53,42.11,Mayes,OK,2180
pv_rooftop_county_lmi_pct_gwh.2181,3993.9997,49.8978,1530.5853,19.7779,39.64,38.32,Murray,OK,2181
pv_rooftop_county_lmi_pct_gwh.2193,11123.9996,148.297,4479.8795,64.2748,43.34,40.27,Pontotoc,OK,2193
pv_rooftop_county_lmi_pct_gwh.2197,24633.0002,310.0217,8350.9117,111.8607,36.08,33.9,Rogers,OK,2197
pv_rooftop_county_lmi_pct_gwh.2199,10376.0012,132.0857,4705.3836,63.0571,47.74,45.35,Sequoyah,OK,2199
pv_rooftop_county_lmi_pct_gwh.2213,11879.9998,119.7991,5187.7577,57.2394,47.78,43.67,Columbia,OR,2213
pv_rooftop_county_lmi_pct_gwh.2224,4598.0002,60.8631,1630.4492,22.9651,37.73,35.46,Jefferson,OR,2224
pv_rooftop_county_lmi_pct_gwh.488,4875.0001,68.7897,2229.1403,33.5656,48.79,45.73,Mitchell,GA,488
pv_rooftop_county_lmi_pct_gwh.2226,17520.9991,242.9595,7257.0649,107.501,44.25,41.42,Klamath,OR,2226
pv_rooftop_county_lmi_pct_gwh.2228,84400.9987,1098.0804,33357.0237,500.4868,45.58,39.52,Lane,OR,2228
pv_rooftop_county_lmi_pct_gwh.2234,157012.0025,1858.4031,59872.6374,799.2254,43.01,38.13,Multnomah,OR,2234
pv_rooftop_county_lmi_pct_gwh.2239,6020.9993,75.8884,2274.7808,32.7052,43.1,37.78,Union,OR,2239
pv_rooftop_county_lmi_pct_gwh.2240,1818.0001,20.7086,789.2353,9.579,46.26,43.41,Wallowa,OR,2240
pv_rooftop_county_lmi_pct_gwh.479,24742.0012,379.7463,10365.0239,177.6236,46.77,41.89,Lowndes,GA,479
pv_rooftop_county_lmi_pct_gwh.2246,299972.0002,3212.9733,115010.3606,1309.4904,40.76,38.34,Allegheny,PA,2246
pv_rooftop_county_lmi_pct_gwh.2250,87394.0023,1583.7146,33437.5039,697.3357,44.03,38.26,Berks,PA,2250
pv_rooftop_county_lmi_pct_gwh.188,299.0002,4.0339,154.2094,2.0169,50,51.58,Alpine,CA,188
pv_rooftop_county_lmi_pct_gwh.2258,30986.0029,438.777,11870.8705,206.5811,47.08,38.31,Centre,PA,2258
pv_rooftop_county_lmi_pct_gwh.2266,58010.998,979.3454,21130.9215,389.1686,39.74,36.43,Dauphin,PA,2266
pv_rooftop_county_lmi_pct_gwh.1970,34377.9987,440.9514,13391.2448,181.4942,41.16,38.95,Rowan,NC,1970
pv_rooftop_county_lmi_pct_gwh.481,5011.9998,65.1283,2506.0333,35.3025,54.2,50,McDuffie,GA,481
pv_rooftop_county_lmi_pct_gwh.2267,91612.9986,1458.0579,32208.1627,596.739,40.93,35.16,Delaware,PA,2267
pv_rooftop_county_lmi_pct_gwh.2273,3998.0005,41.7574,1504.0409,16.2753,38.98,37.62,Fulton,PA,2273
pv_rooftop_county_lmi_pct_gwh.2921,5048.0003,68.5621,2162.4283,31.7626,46.33,42.84,Colonial Heights,VA,2921
pv_rooftop_county_lmi_pct_gwh.2923,12897.9998,175.0849,6145.0457,89.8216,51.3,47.64,Danville,VA,2923
pv_rooftop_county_lmi_pct_gwh.2981,5128.0009,51.4062,1911.2755,20.3375,39.56,37.27,San Juan,WA,2981
pv_rooftop_county_lmi_pct_gwh.2992,49138.9996,685.7597,19667.4765,307.418,44.83,40.02,Yakima,WA,2992
pv_rooftop_county_lmi_pct_gwh.2276,20863.0011,248.0695,8326.0923,111.0144,44.75,39.91,Indiana,PA,2276
pv_rooftop_county_lmi_pct_gwh.2277,12304.0008,133.8468,5030.6555,59.3539,44.34,40.89,Jefferson,PA,2277
pv_rooftop_county_lmi_pct_gwh.2278,6257.9995,69.833,2371.9673,28.0307,40.14,37.9,Juniata,PA,2278
pv_rooftop_county_lmi_pct_gwh.1808,905.9998,15.9473,435.1707,7.5976,47.64,48.03,Hidalgo,NM,1808
pv_rooftop_county_lmi_pct_gwh.2307,57390.0027,714.2719,22528.9031,301.0948,42.15,39.26,Washington,PA,2307
pv_rooftop_county_lmi_pct_gwh.2308,14026.9993,152.607,5272.0198,61.158,40.08,37.58,Wayne,PA,2308
pv_rooftop_county_lmi_pct_gwh.2310,7439.9998,82.5425,2760.3456,32.8492,39.8,37.1,Wyoming,PA,2310
pv_rooftop_county_lmi_pct_gwh.2313,37704.9992,470.0649,12549.104,179.6701,38.22,33.28,Kent,RI,2313
pv_rooftop_county_lmi_pct_gwh.592,2440.0001,29.7262,945.8869,12.1956,41.03,38.77,Teton,ID,592
pv_rooftop_county_lmi_pct_gwh.2559,9227.001,108.6549,3191.289,37.7545,34.75,34.59,Chambers,TX,2559
pv_rooftop_county_lmi_pct_gwh.2316,30440.9991,413.6904,9034.3019,144.2403,34.87,29.68,Washington,RI,2316
pv_rooftop_county_lmi_pct_gwh.2320,47638.9979,626.5461,17833.1761,256.9204,41.01,37.43,Anderson,SC,2320
pv_rooftop_county_lmi_pct_gwh.2337,30786.9993,440.4308,11724.2423,184.9227,41.99,38.08,Florence,SC,2337
pv_rooftop_county_lmi_pct_gwh.2344,15445.9995,183.4381,6222.2662,76.6477,41.78,40.28,Kershaw,SC,2344
pv_rooftop_county_lmi_pct_gwh.2355,27177.9982,369.5947,12168.9922,183.0195,49.52,44.78,Pickens,SC,2355
pv_rooftop_county_lmi_pct_gwh.2358,69939.9998,952.1792,25604.2687,388.4168,40.79,36.61,Spartanburg,SC,2358
pv_rooftop_county_lmi_pct_gwh.2367,6838.9999,99.9885,2195.9446,41.0847,41.09,32.11,Brookings,SD,2367
pv_rooftop_county_lmi_pct_gwh.2373,2414.9997,28.0668,1043.6328,12.9374,46.1,43.21,Charles Mix,SD,2373
pv_rooftop_county_lmi_pct_gwh.2661,1192,17.2061,502.4919,7.6175,44.27,42.16,Knox,TX,2661
pv_rooftop_county_lmi_pct_gwh.2376,7459.9997,101.9351,2740.1369,43.3903,42.57,36.73,Codington,SD,2376
pv_rooftop_county_lmi_pct_gwh.2381,1493.0002,16.1052,530.3263,6.2066,38.54,35.52,Deuel,SD,2381
pv_rooftop_county_lmi_pct_gwh.2388,1423.9998,17.2756,689.9759,8.7492,50.64,48.45,Gregory,SD,2388
pv_rooftop_county_lmi_pct_gwh.2417,2799.0001,30.2085,1103.7777,12.636,41.83,39.43,Roberts,SD,2417
pv_rooftop_county_lmi_pct_gwh.1474,6623.0002,78.1232,2789.138,33.9002,43.39,42.11,Union,MS,1474
pv_rooftop_county_lmi_pct_gwh.2435,10013.9994,118.3036,4581.2756,57.9702,49,45.75,Campbell,TN,2435
pv_rooftop_county_lmi_pct_gwh.2462,1666.0002,20.0061,885.4624,11.2284,56.12,53.15,Hancock,TN,2462
pv_rooftop_county_lmi_pct_gwh.2464,7063,81.8641,3144.3236,37.7822,46.15,44.52,Hardin,TN,2464
pv_rooftop_county_lmi_pct_gwh.2465,13429.0006,161.8909,5756.3448,73.5144,45.41,42.87,Hawkins,TN,2465
pv_rooftop_county_lmi_pct_gwh.2466,4972.0008,66.561,2108.4678,31.0171,46.6,42.41,Haywood,TN,2466
pv_rooftop_county_lmi_pct_gwh.2467,6590.0007,80.107,2571.3571,33.7067,42.08,39.02,Henderson,TN,2467
pv_rooftop_county_lmi_pct_gwh.2483,6886.0003,75.5236,3281.5268,36.324,48.1,47.66,McNairy,TN,2483
pv_rooftop_county_lmi_pct_gwh.2515,4212.0002,47.34,2222.5819,26.0624,55.05,52.77,Union,TN,2515
pv_rooftop_county_lmi_pct_gwh.2517,10419.9997,127.0497,4215.7405,55.8504,43.96,40.46,Warren,TN,2517
pv_rooftop_county_lmi_pct_gwh.2519,3803.9999,43.0786,1822.6541,21.6427,50.24,47.91,Wayne,TN,2519
pv_rooftop_county_lmi_pct_gwh.2539,3013.0002,40.145,1268.0985,17.7013,44.09,42.09,Blanco,TX,2539
pv_rooftop_county_lmi_pct_gwh.2990,43921.0004,484.7732,17339.6491,219.2861,45.23,39.48,Whatcom,WA,2990
pv_rooftop_county_lmi_pct_gwh.2595,9108.9997,136.9095,3718.9618,61.3532,44.81,40.83,Erath,TX,2595
pv_rooftop_county_lmi_pct_gwh.2319,1969.0002,23.7191,1070.7995,12.9521,54.61,54.38,Allendale,SC,2319
pv_rooftop_county_lmi_pct_gwh.2321,3615.0004,42.792,1643.3396,20.4072,47.69,45.46,Bamberg,SC,2321
pv_rooftop_county_lmi_pct_gwh.610,14639.9996,203.7363,6166.9294,101.9207,50.03,42.12,Coles,IL,610
pv_rooftop_county_lmi_pct_gwh.2541,5387.0002,68.4018,2193.1476,28.4074,41.53,40.71,Bosque,TX,2541
pv_rooftop_county_lmi_pct_gwh.2542,21842.9996,298.7157,8789.3123,132.7633,44.44,40.24,Bowie,TX,2542
pv_rooftop_county_lmi_pct_gwh.2549,4245.0002,53.8358,1613.9094,21.4648,39.87,38.02,Burleson,TX,2549
pv_rooftop_county_lmi_pct_gwh.2553,3655,48.1264,1721.2083,22.9761,47.74,47.09,Callahan,TX,2553
pv_rooftop_county_lmi_pct_gwh.2576,1128.9995,17.1705,377.2775,5.869,34.18,33.42,Crockett,TX,2576
pv_rooftop_county_lmi_pct_gwh.2594,169812.9979,3266.9434,67796.3175,1407.1985,43.07,39.92,El Paso,TX,2594
pv_rooftop_county_lmi_pct_gwh.277,1914.9994,27.9072,864.131,13.7347,49.22,45.12,Kit Carson,CO,277
pv_rooftop_county_lmi_pct_gwh.2609,7698.0004,104.9489,3073.0447,44.3694,42.28,39.92,Gillespie,TX,2609
pv_rooftop_county_lmi_pct_gwh.2611,2053.9998,26.4864,766.4669,10.3644,39.13,37.32,Goliad,TX,2611
pv_rooftop_county_lmi_pct_gwh.2639,19599,268.6199,9717.0531,142.4494,53.03,49.58,Hunt,TX,2639
pv_rooftop_county_lmi_pct_gwh.2548,9556.0004,133.2949,3938.0888,58.1438,43.62,41.21,Brown,TX,2548
pv_rooftop_county_lmi_pct_gwh.2419,1884,21.9384,739.6329,9.2406,42.12,39.26,Spink,SD,2419
pv_rooftop_county_lmi_pct_gwh.1978,9660.9994,116.5274,3250.5806,41.8165,35.89,33.65,Transylvania,NC,1978
pv_rooftop_county_lmi_pct_gwh.2738,2339.9997,33.0691,912.5528,13.7751,41.66,39,Stephens,TX,2738
pv_rooftop_county_lmi_pct_gwh.1981,9485.9991,126.2933,4419.855,63.2819,50.11,46.59,Vance,NC,1981
pv_rooftop_county_lmi_pct_gwh.1988,20100.9997,306.4943,7390.0279,128.4448,41.91,36.76,Wilson,NC,1988
pv_rooftop_county_lmi_pct_gwh.486,5539.0004,63.6698,2360.7588,27.5223,43.23,42.62,Meriwether,GA,486
pv_rooftop_county_lmi_pct_gwh.492,7680.999,93.7893,3157.7275,41.8683,44.64,41.11,Murray,GA,492
pv_rooftop_county_lmi_pct_gwh.494,27225.0004,330.2485,12222.4445,154.2745,46.71,44.89,Newton,GA,494
pv_rooftop_county_lmi_pct_gwh.283,5333.9995,78.8006,2255.9149,35.877,45.53,42.29,Logan,CO,283
pv_rooftop_county_lmi_pct_gwh.2621,1523.0002,21.9879,664.9562,9.9646,45.32,43.66,Hansford,TX,2621
pv_rooftop_county_lmi_pct_gwh.2686,9247.0005,120.7118,3506.4179,47.9272,39.7,37.92,Medina,TX,2686
pv_rooftop_county_lmi_pct_gwh.2004,816.0002,8.5659,384.7622,4.2194,49.26,47.15,Eddy,ND,2004
pv_rooftop_county_lmi_pct_gwh.2802,85662.9981,1536.4592,28577.3167,615.7667,40.08,33.36,Utah,UT,2802
pv_rooftop_county_lmi_pct_gwh.290,5483.9993,78.3654,3014.2787,44.9871,57.41,54.96,Otero,CO,290
pv_rooftop_county_lmi_pct_gwh.86,1048.9996,8.1077,447.6189,3.4356,42.37,42.67,North Slope,AK,86
pv_rooftop_county_lmi_pct_gwh.90,1611.9999,16.3764,494.3306,6.0773,37.11,30.67,Sitka,AK,90
pv_rooftop_county_lmi_pct_gwh.388,3682.9996,45.3792,1402.9289,17.8,39.23,38.09,Appling,GA,388
pv_rooftop_county_lmi_pct_gwh.420,170735.0004,2597.9554,51178.5471,883.3064,34,29.98,Cobb,GA,420
pv_rooftop_county_lmi_pct_gwh.470,2063.9999,27.0568,908.0266,12.7046,46.96,43.99,Johnson,GA,470
pv_rooftop_county_lmi_pct_gwh.1992,3385.0003,42.3539,1362.8463,19.1022,45.1,40.26,Barnes,ND,1992
pv_rooftop_county_lmi_pct_gwh.1995,2191.0001,24.0266,901.6805,10.5374,43.86,41.15,Bottineau,ND,1995
pv_rooftop_county_lmi_pct_gwh.1998,17815.0006,246.5431,6046.4798,92.6575,37.58,33.94,Burleigh,ND,1998
pv_rooftop_county_lmi_pct_gwh.2018,3088.9996,34.6569,1282.6266,15.1619,43.75,41.52,McLean,ND,2018
pv_rooftop_county_lmi_pct_gwh.2021,2056.9998,22.8058,791.3253,8.9428,39.21,38.47,Mountrail,ND,2021
pv_rooftop_county_lmi_pct_gwh.2023,583.0003,6.18,266.208,2.8251,45.71,45.66,Oliver,ND,2023
pv_rooftop_county_lmi_pct_gwh.2028,761.0004,8.1498,274.0201,3.0644,37.6,36.01,Renville,ND,2028
pv_rooftop_county_lmi_pct_gwh.2031,1235,14.1684,488.0613,5.6146,39.63,39.52,Sargent,ND,2031
pv_rooftop_county_lmi_pct_gwh.2040,3421.9997,40.73,1515.7473,20.2498,49.72,44.29,Walsh,ND,2040
pv_rooftop_county_lmi_pct_gwh.2049,14341.002,172.7352,5398.5463,71.253,41.25,37.64,Auglaize,OH,2049
pv_rooftop_county_lmi_pct_gwh.2050,19315.0011,221.3561,7644.3061,97.9618,44.26,39.58,Belmont,OH,2050
pv_rooftop_county_lmi_pct_gwh.2056,48512.0005,633.1682,17230.0856,250.9258,39.63,35.52,Clermont,OH,2056
pv_rooftop_county_lmi_pct_gwh.2058,29709.9982,338.1697,11700.9287,143.6489,42.48,39.38,Columbiana,OH,2058
pv_rooftop_county_lmi_pct_gwh.2077,4643.0004,47.0615,1936.4428,20.3866,43.32,41.71,Harrison,OH,2077
pv_rooftop_county_lmi_pct_gwh.2644,8038.9987,95.8805,3241.8488,41.0693,42.83,40.33,Jasper,TX,2644
pv_rooftop_county_lmi_pct_gwh.2646,66025.9981,930.4444,27266.0012,418.5645,44.99,41.3,Jefferson,TX,2646
pv_rooftop_county_lmi_pct_gwh.2652,25749.0006,325.7058,10354.2268,137.3782,42.18,40.21,Kaufman,TX,2652
pv_rooftop_county_lmi_pct_gwh.585,4892.0008,64.1515,1775.2879,24.5173,38.22,36.29,Minidoka,ID,585
pv_rooftop_county_lmi_pct_gwh.596,20647.0013,274.9167,7781.2347,119.6604,43.53,37.69,Adams,IL,596
pv_rooftop_county_lmi_pct_gwh.599,13279.0002,158.2479,3879.3133,50.2488,31.75,29.21,Boone,IL,599
pv_rooftop_county_lmi_pct_gwh.459,9626.9998,109.3131,2608.5949,30.4571,27.86,27.1,Harris,GA,459
pv_rooftop_county_lmi_pct_gwh.2635,9701.0001,124.9673,3867.246,52.765,42.22,39.86,Hopkins,TX,2635
pv_rooftop_county_lmi_pct_gwh.2870,4843.9996,53.2002,1698.5721,19.1996,36.09,35.07,King William,VA,2870
pv_rooftop_county_lmi_pct_gwh.2618,9390.0002,139.9788,3755.954,57.5673,41.13,40,Hale,TX,2618
pv_rooftop_county_lmi_pct_gwh.2693,114036.9987,1453.1345,36312.7772,489.848,33.71,31.84,Montgomery,TX,2693
pv_rooftop_county_lmi_pct_gwh.2380,1843.9993,21.7399,895.491,11.2199,51.61,48.56,Day,SD,2380
pv_rooftop_county_lmi_pct_gwh.772,7176.0006,74.3981,3184.116,33.2851,44.74,44.37,Starke,IN,772
pv_rooftop_county_lmi_pct_gwh.775,2897.9998,31.1675,1298.5985,14.1498,45.4,44.81,Switzerland,IN,775
pv_rooftop_county_lmi_pct_gwh.2729,1558.9998,20.5115,662.8222,8.8894,43.34,42.52,San Saba,TX,2729
pv_rooftop_county_lmi_pct_gwh.2677,2641.9998,37.0853,1093.0805,15.3823,41.48,41.37,McCulloch,TX,2677
