FID,res_bldg_cnt,res_gwh,lmi_bldg_cnt,lmi_gwh,lmi_pct_gwh,lmi_pct_bldg,name,state_abbr,gid
pv_rooftop_county_lmi_pct_gwh.3091,10844.9997,118.6777,4372.3013,50.4307,42.49,40.32,Oneida,WI,3091
pv_rooftop_county_lmi_pct_gwh.3093,22962.9998,343.0636,5931.1146,99.8386,29.1,25.83,Ozaukee,WI,3093
pv_rooftop_county_lmi_pct_gwh.1037,3071.9998,32.9644,1384.0273,15.5264,47.1,45.05,Green,KY,1037
pv_rooftop_county_lmi_pct_gwh.1065,2007.0004,27.2522,723.5911,11.5506,42.38,36.05,Lyon,KY,1065
pv_rooftop_county_lmi_pct_gwh.2752,5267.0009,57.0561,2215.2512,24.2758,42.55,42.06,Tyler,TX,2752
pv_rooftop_county_lmi_pct_gwh.2762,8810.0005,115.7704,3138.2074,43.5352,37.6,35.62,Washington,TX,2762
pv_rooftop_county_lmi_pct_gwh.2650,4105.0007,54.5791,1750.8308,23.9303,43.85,42.65,Jones,TX,2650
pv_rooftop_county_lmi_pct_gwh.1707,1144.0003,14.8625,536.0122,7.242,48.73,46.85,Kimball,NE,1707
pv_rooftop_county_lmi_pct_gwh.1250,21086.9997,281.1396,6441.6294,93.4706,33.25,30.55,Clinton,MI,1250
pv_rooftop_county_lmi_pct_gwh.1744,2606.0003,34.3487,970.0528,15.2614,44.43,37.22,Wayne,NE,1744
pv_rooftop_county_lmi_pct_gwh.2642,2181.0001,27.5898,945.1391,12.3437,44.74,43.34,Jack,TX,2642
pv_rooftop_county_lmi_pct_gwh.1724,2456,27.3233,895.145,10.1513,37.15,36.45,Pierce,NE,1724
pv_rooftop_county_lmi_pct_gwh.371,122710.0009,1849.8528,52677.8723,819.0699,44.28,42.93,Pasco,FL,371
pv_rooftop_county_lmi_pct_gwh.374,14383.9994,190.15,6621.3975,92.0208,48.39,46.03,Putnam,FL,374
pv_rooftop_county_lmi_pct_gwh.376,73584.0027,1089.7987,31383.8798,482.3322,44.26,42.65,St. Lucie,FL,376
pv_rooftop_county_lmi_pct_gwh.921,935.0003,12.3822,406.883,5.5008,44.43,43.52,Graham,KS,921
pv_rooftop_county_lmi_pct_gwh.273,2147.0002,29.4196,1194.9623,17.3375,58.93,55.66,Huerfano,CO,273
pv_rooftop_county_lmi_pct_gwh.2241,6261.9997,80.387,2399.4904,34.791,43.28,38.32,Wasco,OR,2241
pv_rooftop_county_lmi_pct_gwh.2625,15861.9998,195.963,6032.896,77.3706,39.48,38.03,Harrison,TX,2625
pv_rooftop_county_lmi_pct_gwh.1739,1975,22.9157,827.9099,9.6508,42.11,41.92,Thayer,NE,1739
pv_rooftop_county_lmi_pct_gwh.3109,8414.001,103.0651,3098.0618,42.5449,41.28,36.82,Trempealeau,WI,3109
pv_rooftop_county_lmi_pct_gwh.3111,7640.0004,84.3669,3522.2634,41.2522,48.9,46.1,Vilas,WI,3111
pv_rooftop_county_lmi_pct_gwh.1236,7049.9994,71.9874,2533.764,26.9905,37.49,35.94,Antrim,MI,1236
pv_rooftop_county_lmi_pct_gwh.2501,13497.9993,167.7438,5550.2074,77.0027,45.9,41.12,Roane,TN,2501
pv_rooftop_county_lmi_pct_gwh.1501,1621.0001,19.8037,734.9527,9.5555,48.25,45.34,Carter,MO,1501
pv_rooftop_county_lmi_pct_gwh.2497,1506.0002,16.1616,558.5228,6.354,39.32,37.09,Pickett,TN,2497
pv_rooftop_county_lmi_pct_gwh.2396,435,4.8926,186.6218,2.0311,41.51,42.9,Hyde,SD,2396
pv_rooftop_county_lmi_pct_gwh.2583,1496.0001,18.4246,769.6781,9.9522,54.02,51.45,Delta,TX,2583
pv_rooftop_county_lmi_pct_gwh.124,2110.9999,22.9309,779.9123,8.6461,37.71,36.95,Cleveland,AR,124
pv_rooftop_county_lmi_pct_gwh.1689,708.0001,8.5314,301.0293,3.5501,41.61,42.52,Garden,NE,1689
pv_rooftop_county_lmi_pct_gwh.142,3663,45.8983,1474.8814,19.6807,42.88,40.26,Howard,AR,142
pv_rooftop_county_lmi_pct_gwh.2950,79720.0018,1355.249,22280.8916,426.1033,31.44,27.95,Virginia Beach,VA,2950
pv_rooftop_county_lmi_pct_gwh.18,2905.0006,37.1812,1544.308,21.2722,57.21,53.16,Conecuh,AL,18
pv_rooftop_county_lmi_pct_gwh.170,2408.9998,30.8982,994.9345,13.7932,44.64,41.3,Prairie,AR,170
pv_rooftop_county_lmi_pct_gwh.182,4307,48.2841,1930.4257,21.9211,45.4,44.82,Van Buren,AR,182
pv_rooftop_county_lmi_pct_gwh.1866,26159.0028,320.8153,11542.3066,164.066,51.14,44.12,Oswego,NY,1866
pv_rooftop_county_lmi_pct_gwh.2406,743,8.2487,361.8204,4.338,52.59,48.7,McPherson,SD,2406
pv_rooftop_county_lmi_pct_gwh.2776,2691.9997,38.9804,1389.059,21.3149,54.68,51.6,Zapata,TX,2776
pv_rooftop_county_lmi_pct_gwh.339,10525.9997,134.9741,5873.8383,80.0223,59.29,55.8,Gadsden,FL,339
pv_rooftop_county_lmi_pct_gwh.341,2061.0001,27.0358,926.9158,12.5271,46.34,44.97,Glades,FL,341
pv_rooftop_county_lmi_pct_gwh.988,516,6.4659,232.9915,2.9467,45.57,45.15,Wallace,KS,988
pv_rooftop_county_lmi_pct_gwh.389,1306.0002,17.4583,626.921,8.8351,50.61,48,Atkinson,GA,389
pv_rooftop_county_lmi_pct_gwh.2285,28925.9989,378.7678,10644.3116,164.1259,43.33,36.8,Lycoming,PA,2285
pv_rooftop_county_lmi_pct_gwh.2800,13420.0009,180.4163,4443.1352,65.3094,36.2,33.11,Tooele,UT,2800
pv_rooftop_county_lmi_pct_gwh.1311,19790.9993,211.2511,8576.9368,97.4442,46.13,43.34,Van Buren,MI,1311
pv_rooftop_county_lmi_pct_gwh.1317,9180.9995,99.1584,3585.1916,40.7152,41.06,39.05,Becker,MN,1317
pv_rooftop_county_lmi_pct_gwh.1128,4965.9997,63.904,2460.6153,33.1013,51.8,49.55,Concordia,LA,1128
pv_rooftop_county_lmi_pct_gwh.2848,2680.9996,31.6003,1084.9783,13.9352,44.1,40.47,Essex,VA,2848
pv_rooftop_county_lmi_pct_gwh.1393,6503.998,72.9994,2381.0124,28.4436,38.96,36.61,Wabasha,MN,1393
pv_rooftop_county_lmi_pct_gwh.1033,4677.9997,53.2998,1953.3507,24.0026,45.03,41.76,Garrard,KY,1033
pv_rooftop_county_lmi_pct_gwh.686,4907.0002,56.3073,2113.0546,25.5997,45.46,43.06,Union,IL,686
pv_rooftop_county_lmi_pct_gwh.745,37125.003,456.4276,15015.7073,200.3437,43.89,40.45,Madison,IN,745
pv_rooftop_county_lmi_pct_gwh.905,663.9995,8.314,280.879,3.4689,41.72,42.3,Comanche,KS,905
pv_rooftop_county_lmi_pct_gwh.2448,3397.9995,36.3192,1445.3564,15.8383,43.61,42.54,Decatur,TN,2448
pv_rooftop_county_lmi_pct_gwh.934,127297.997,1923.9992,31228.49,578.7718,30.08,24.53,Johnson,KS,934
pv_rooftop_county_lmi_pct_gwh.1869,125481.9998,1991.3421,55988.7542,997.7453,50.1,44.62,Queens,NY,1869
pv_rooftop_county_lmi_pct_gwh.449,482,6.0297,181.4682,2.275,37.73,37.65,Glascock,GA,449
pv_rooftop_county_lmi_pct_gwh.1098,12214.998,159.3486,3827.0305,60.6994,38.09,31.33,Scott,KY,1098
pv_rooftop_county_lmi_pct_gwh.1124,2142.9997,27.2254,997.6233,13.4881,49.54,46.55,Caldwell,LA,1124
pv_rooftop_county_lmi_pct_gwh.2551,7842.0005,112.6884,4092.9866,63.2442,56.12,52.19,Caldwell,TX,2551
pv_rooftop_county_lmi_pct_gwh.2999,1883.0001,18.1159,836.9848,8.0823,44.61,44.45,Calhoun,WV,2999
pv_rooftop_county_lmi_pct_gwh.2774,1939.9999,28.1752,675.36,9.9757,35.41,34.81,Yoakum,TX,2774
pv_rooftop_county_lmi_pct_gwh.1185,8770.0005,98.267,3335.4759,40.0031,40.71,38.03,Lincoln,ME,1185
pv_rooftop_county_lmi_pct_gwh.1611,748.9999,8.8647,308.8854,3.8166,43.05,41.24,Fallon,MT,1611
pv_rooftop_county_lmi_pct_gwh.1264,61556.9988,861.0515,24005.4456,374.58,43.5,39,Ingham,MI,1264
pv_rooftop_county_lmi_pct_gwh.239,3527.0004,41.3145,1792.4564,21.3458,51.67,50.82,Trinity,CA,239
pv_rooftop_county_lmi_pct_gwh.588,2490.0001,30.2507,1444.9198,18.1298,59.93,58.03,Owyhee,ID,588
pv_rooftop_county_lmi_pct_gwh.337,29054.0015,383.6715,10304.7319,137.4461,35.82,35.47,Flagler,FL,337
pv_rooftop_county_lmi_pct_gwh.399,2851.0006,36.6012,1331.1249,18.1512,49.59,46.69,Bleckley,GA,399
pv_rooftop_county_lmi_pct_gwh.438,12404.0003,150.9928,3825.2615,49.1516,32.55,30.84,Effingham,GA,438
pv_rooftop_county_lmi_pct_gwh.496,3622.9999,42.4488,1458.3622,17.9247,42.23,40.25,Oglethorpe,GA,496
pv_rooftop_county_lmi_pct_gwh.546,3935.0003,53.4896,1555.007,22.6871,42.41,39.52,Worth,GA,546
pv_rooftop_county_lmi_pct_gwh.565,39620.9991,537.0597,18835.4303,274.1065,51.04,47.54,Canyon,ID,565
pv_rooftop_county_lmi_pct_gwh.2363,899.0002,10.1337,332.8846,3.8213,37.71,37.03,Aurora,SD,2363
pv_rooftop_county_lmi_pct_gwh.696,74428.0026,1067.7611,27622.3476,452.7446,42.4,37.11,Winnebago,IL,696
pv_rooftop_county_lmi_pct_gwh.815,2537.0005,28.7186,1087.1205,12.8353,44.69,42.85,Davis,IA,815
pv_rooftop_county_lmi_pct_gwh.908,1177.9998,15.9089,517.5829,7.3247,46.04,43.94,Decatur,KS,908
pv_rooftop_county_lmi_pct_gwh.922,1861.0002,24.8309,653.4915,8.9133,35.9,35.12,Grant,KS,922
pv_rooftop_county_lmi_pct_gwh.2463,5677.9998,68.8463,2648.579,33.3095,48.38,46.65,Hardeman,TN,2463
pv_rooftop_county_lmi_pct_gwh.971,1304.9999,16.6731,585.9272,7.8766,47.24,44.9,Rush,KS,971
pv_rooftop_county_lmi_pct_gwh.976,5085.0003,75.5975,1990.4952,31.0636,41.09,39.14,Seward,KS,976
pv_rooftop_county_lmi_pct_gwh.515,953,11.9018,559.5473,7.2004,60.5,58.71,Stewart,GA,515
pv_rooftop_county_lmi_pct_gwh.1039,1981.0001,22.268,760.2539,9.1565,41.12,38.38,Hancock,KY,1039
pv_rooftop_county_lmi_pct_gwh.1034,4615.0007,61.6592,1728.8487,26.8809,43.6,37.46,Grant,KY,1034
pv_rooftop_county_lmi_pct_gwh.1035,9940.001,125.9425,4095.7817,56.5824,44.93,41.21,Graves,KY,1035
pv_rooftop_county_lmi_pct_gwh.1068,2403.9999,26.9152,1039.4062,11.9537,44.41,43.24,McLean,KY,1068
pv_rooftop_county_lmi_pct_gwh.1085,5351.0001,58.3703,2108.1523,23.9066,40.96,39.4,Ohio,KY,1085
pv_rooftop_county_lmi_pct_gwh.1097,4250.0005,50.0791,2034.4792,24.873,49.67,47.87,Russell,KY,1097
pv_rooftop_county_lmi_pct_gwh.1121,28605.9996,489.7703,9819.7992,183.2941,37.42,34.33,Bossier,LA,1121
pv_rooftop_county_lmi_pct_gwh.1108,2957.0004,36.6308,1177.5218,16.0265,43.75,39.82,Washington,KY,1108
pv_rooftop_county_lmi_pct_gwh.1135,4351.9998,49.667,1896.7177,21.9218,44.14,43.58,Grant,LA,1135
pv_rooftop_county_lmi_pct_gwh.1136,17330.9987,225.425,6253.7552,85.0772,37.74,36.08,Iberia,LA,1136
pv_rooftop_county_lmi_pct_gwh.1161,11944.0006,162.911,4634.6074,66.9607,41.1,38.8,St. John the Baptist,LA,1161
pv_rooftop_county_lmi_pct_gwh.150,2622.9992,35.4957,1343.3905,19.4249,54.72,51.22,Lee,AR,150
pv_rooftop_county_lmi_pct_gwh.156,4636.0001,53.6075,1884.6125,22.79,42.51,40.65,Marion,AR,156
pv_rooftop_county_lmi_pct_gwh.552,93037.0015,1301.9941,30007.5411,460.3308,35.36,32.25,Ada,ID,552
pv_rooftop_county_lmi_pct_gwh.1265,15382.9994,168.7359,5589.0697,66.1638,39.21,36.33,Ionia,MI,1265
pv_rooftop_county_lmi_pct_gwh.2658,65.0002,0.9737,27.0001,0.3913,40.19,41.54,King,TX,2658
pv_rooftop_county_lmi_pct_gwh.1509,20470.0004,312.9919,6553.0868,118.7,37.92,32.01,Cole,MO,1509
pv_rooftop_county_lmi_pct_gwh.1542,4402.9992,55.2677,1731.5324,24.3616,44.08,39.33,Livingston,MO,1542
pv_rooftop_county_lmi_pct_gwh.1545,3483.0004,42.7866,1575.957,20.5747,48.09,45.25,Madison,MO,1545
pv_rooftop_county_lmi_pct_gwh.834,3170.9999,35.6592,1310.544,15.7674,44.22,41.33,Howard,IA,834
pv_rooftop_county_lmi_pct_gwh.1736,1151,13.489,497.8317,5.8526,43.39,43.25,Sherman,NE,1736
pv_rooftop_county_lmi_pct_gwh.1961,12790.0009,147.9196,5121.8271,60.2319,40.72,40.05,Pender,NC,1961
pv_rooftop_county_lmi_pct_gwh.1730,3869.0001,48.5381,1416.6179,19.1534,39.46,36.61,Saline,NE,1730
pv_rooftop_county_lmi_pct_gwh.1733,10955.9997,149.8413,4646.6075,67.413,44.99,42.41,Scotts Bluff,NE,1733
pv_rooftop_county_lmi_pct_gwh.1668,3013.0002,32.7181,1152.3144,12.7414,38.94,38.24,Cedar,NE,1668
pv_rooftop_county_lmi_pct_gwh.1721,1018.0001,11.3252,474.4027,5.4433,48.06,46.6,Pawnee,NE,1721
pv_rooftop_county_lmi_pct_gwh.214,32643.9986,513.1565,12996.9873,220.741,43.02,39.81,Napa,CA,214
pv_rooftop_county_lmi_pct_gwh.304,5327.9994,102.8502,1919.052,40.1515,39.04,36.02,Summit,CO,304
pv_rooftop_county_lmi_pct_gwh.536,1119,14.516,529.1378,7.4504,51.33,47.29,Warren,GA,536
pv_rooftop_county_lmi_pct_gwh.1816,2285.9994,33.56,1191.9766,18.0071,53.66,52.14,Quay,NM,1816
pv_rooftop_county_lmi_pct_gwh.1184,9929.0015,122.4727,3739.9482,50.4656,41.21,37.67,Knox,ME,1184
pv_rooftop_county_lmi_pct_gwh.2006,1032.0001,12.3406,395.0625,5.4894,44.48,38.28,Foster,ND,2006
pv_rooftop_county_lmi_pct_gwh.2445,3880.9999,46.8873,1621.1465,20.3067,43.31,41.77,Crockett,TN,2445
pv_rooftop_county_lmi_pct_gwh.1856,171103.0038,2153.3816,61678.7395,885.8145,41.14,36.05,Monroe,NY,1856
pv_rooftop_county_lmi_pct_gwh.2610,367,4.9029,133.9378,1.8558,37.85,36.5,Glasscock,TX,2610
pv_rooftop_county_lmi_pct_gwh.2016,1042.0002,11.4103,533.0081,6.0177,52.74,51.15,McIntosh,ND,2016
pv_rooftop_county_lmi_pct_gwh.1873,24779.0004,299.3874,10080.9956,137.9261,46.07,40.68,St. Lawrence,NY,1873
pv_rooftop_county_lmi_pct_gwh.1920,10951.9987,129.3409,3898.1494,46.6783,36.09,35.59,Davie,NC,1920
pv_rooftop_county_lmi_pct_gwh.1969,24851.9988,295.7811,10816.816,135.3341,45.75,43.52,Rockingham,NC,1969
pv_rooftop_county_lmi_pct_gwh.2035,7155.0004,96.2899,2210.6144,34.2644,35.58,30.9,Stark,ND,2035
pv_rooftop_county_lmi_pct_gwh.2043,6482.9999,84.9682,1554.8614,23.1118,27.2,23.98,Williams,ND,2043
pv_rooftop_county_lmi_pct_gwh.2044,6744.0005,70.4541,3363.1865,36.2317,51.43,49.87,Adams,OH,2044
pv_rooftop_county_lmi_pct_gwh.2047,28413.9993,310.8521,12370.696,147.3258,47.39,43.54,Ashtabula,OH,2047
pv_rooftop_county_lmi_pct_gwh.2760,8596,123.633,3676.0511,58.47,47.29,42.76,Waller,TX,2760
pv_rooftop_county_lmi_pct_gwh.2134,3513.9999,43.0137,1678.597,21.2303,49.36,47.77,Atoka,OK,2134
pv_rooftop_county_lmi_pct_gwh.2137,2793.0003,36.742,1136.2002,15.6058,42.47,40.68,Blaine,OK,2137
pv_rooftop_county_lmi_pct_gwh.2138,11382.0001,149.9412,4936.0904,68.7329,45.84,43.37,Bryan,OK,2138
pv_rooftop_county_lmi_pct_gwh.612,6208.0003,68.9704,2504.5755,28.5985,41.46,40.34,Crawford,IL,612
pv_rooftop_county_lmi_pct_gwh.2151,6861.0004,101.6231,2696.597,43.6085,42.91,39.3,Custer,OK,2151
pv_rooftop_county_lmi_pct_gwh.2184,2638.9999,33.0623,1151.1757,14.966,45.27,43.62,Nowata,OK,2184
pv_rooftop_county_lmi_pct_gwh.2189,8735.0011,105.4973,4116.3805,51.3418,48.67,47.13,Ottawa,OK,2189
pv_rooftop_county_lmi_pct_gwh.2806,46815.0018,731.4663,18909.6901,334.1804,45.69,40.39,Weber,UT,2806
pv_rooftop_county_lmi_pct_gwh.2251,33193.0004,401.6789,13159.2531,181.0115,45.06,39.64,Blair,PA,2251
pv_rooftop_county_lmi_pct_gwh.2253,134090.0025,2051.0155,40250.04,688.3074,33.56,30.02,Bucks,PA,2253
pv_rooftop_county_lmi_pct_gwh.2476,1365.0002,18.7466,646.3359,9.9494,53.07,47.35,Lake,TN,2476
pv_rooftop_county_lmi_pct_gwh.2478,10994.9992,132.2342,4389.044,56.5445,42.76,39.92,Lawrence,TN,2478
pv_rooftop_county_lmi_pct_gwh.2546,565.0001,7.5498,253.4839,3.3952,44.97,44.86,Briscoe,TX,2546
pv_rooftop_county_lmi_pct_gwh.2606,4137.9991,58.558,1419.6929,20.43,34.89,34.31,Gaines,TX,2606
pv_rooftop_county_lmi_pct_gwh.1976,18142.9995,217.487,7577.0829,94.2789,43.35,41.76,Surry,NC,1976
pv_rooftop_county_lmi_pct_gwh.274,379.0003,4.6938,149.8931,1.9503,41.55,39.55,Jackson,CO,274
pv_rooftop_county_lmi_pct_gwh.2000,1299.9998,14.2617,451.2355,5.2466,36.79,34.71,Cavalier,ND,2000
pv_rooftop_county_lmi_pct_gwh.497,40018,468.3134,14461.1035,175.513,37.48,36.14,Paulding,GA,497
pv_rooftop_county_lmi_pct_gwh.500,4095,53.6524,1621.2337,22.8091,42.51,39.59,Pierce,GA,500
pv_rooftop_county_lmi_pct_gwh.532,7120.0006,93.4773,2923.1989,40.9862,43.85,41.06,Upson,GA,532
pv_rooftop_county_lmi_pct_gwh.544,2725.0001,35.1817,1163.9914,16.0966,45.75,42.72,Wilkes,GA,544
pv_rooftop_county_lmi_pct_gwh.2669,14447.0012,181.2565,6856.7026,89.2325,49.23,47.46,Liberty,TX,2669
pv_rooftop_county_lmi_pct_gwh.2681,2576.9999,32.0202,1204.1025,15.7073,49.05,46.72,Marion,TX,2681
pv_rooftop_county_lmi_pct_gwh.813,5082,59.8407,2168.9315,27.0994,45.29,42.68,Crawford,IA,813
pv_rooftop_county_lmi_pct_gwh.1235,9487.0011,108.3573,3907.7112,49.4157,45.6,41.19,Alpena,MI,1235
pv_rooftop_county_lmi_pct_gwh.816,2300,28.3665,1168.9351,15.4061,54.31,50.82,Decatur,IA,816
pv_rooftop_county_lmi_pct_gwh.2628,39556.0013,596.023,15327.2819,273.6537,45.91,38.75,Hays,TX,2628
pv_rooftop_county_lmi_pct_gwh.2629,1043.0003,13.1493,330.8349,4.2529,32.34,31.72,Hemphill,TX,2629
pv_rooftop_county_lmi_pct_gwh.2112,10414.0002,115.981,4034.4013,47.7297,41.15,38.74,Putnam,OH,2112
pv_rooftop_county_lmi_pct_gwh.299,5271.0006,90.4998,2068.9625,37.1515,41.05,39.25,Routt,CO,299
pv_rooftop_county_lmi_pct_gwh.2672,2677.9997,34.0837,997.3407,12.612,37,37.24,Live Oak,TX,2672
pv_rooftop_county_lmi_pct_gwh.1465,6080.0001,72.7475,2632.9825,32.5276,44.71,43.31,Simpson,MS,1465
pv_rooftop_county_lmi_pct_gwh.2811,1576.0002,16.63,862.5815,9.6121,57.8,54.73,Essex,VT,2811
pv_rooftop_county_lmi_pct_gwh.2828,20673.9994,236.7221,7226.038,86.4923,36.54,34.95,Augusta,VA,2828
pv_rooftop_county_lmi_pct_gwh.2834,5592.0001,60.132,3069.4646,33.3423,55.45,54.89,Buchanan,VA,2834
pv_rooftop_county_lmi_pct_gwh.1756,1260.9998,17.7425,588.2146,8.5018,47.92,46.65,Lincoln,NV,1756
pv_rooftop_county_lmi_pct_gwh.178,4100.9997,48.6821,1663.5199,20.6059,42.33,40.56,Sevier,AR,178
pv_rooftop_county_lmi_pct_gwh.3073,2181.001,23.1531,949.3973,11.0164,47.58,43.53,Iron,WI,3073
pv_rooftop_county_lmi_pct_gwh.2215,5610.9998,69.1006,2412.8117,31.3096,45.31,43,Crook,OR,2215
pv_rooftop_county_lmi_pct_gwh.367,7537.0005,104.8949,3121.0666,44.7522,42.66,41.41,Okeechobee,FL,367
pv_rooftop_county_lmi_pct_gwh.2954,3282.0001,42.0747,1349.1434,18.6586,44.35,41.11,Adams,WA,2954
pv_rooftop_county_lmi_pct_gwh.405,6011.9998,72.688,2970.2259,37.697,51.86,49.4,Butts,GA,405
pv_rooftop_county_lmi_pct_gwh.2897,26681.0008,342.5467,7680.4996,107.4658,31.37,28.79,Roanoke,VA,2897
pv_rooftop_county_lmi_pct_gwh.2899,20758.0003,264.3427,6958.3422,93.8159,35.49,33.52,Rockingham,VA,2899
pv_rooftop_county_lmi_pct_gwh.2901,5872.0002,66.0147,2632.8521,30.4183,46.08,44.84,Scott,VA,2901
pv_rooftop_county_lmi_pct_gwh.2118,13910.9988,180.9233,4848.8755,71.3233,39.42,34.86,Shelby,OH,2118
pv_rooftop_county_lmi_pct_gwh.2121,60015.9996,735.8016,23017.0568,296.4671,40.29,38.35,Trumbull,OH,2121
pv_rooftop_county_lmi_pct_gwh.2142,10240.0002,134.4514,4359.3971,62.3338,46.36,42.57,Cherokee,OK,2142
pv_rooftop_county_lmi_pct_gwh.3107,29690.0011,440.8747,10008.3882,180.4287,40.93,33.71,Sheboygan,WI,3107
pv_rooftop_county_lmi_pct_gwh.3102,4545.0008,50.0927,2231.7098,25.622,51.15,49.1,Rusk,WI,3102
pv_rooftop_county_lmi_pct_gwh.2710,10987.9998,128.6099,4635.9127,56.2852,43.76,42.19,Polk,TX,2710
pv_rooftop_county_lmi_pct_gwh.1698,1104.9997,13.8452,549.6938,7.0626,51.01,49.75,Hitchcock,NE,1698
pv_rooftop_county_lmi_pct_gwh.35,25704.0007,366.1513,9791.359,151.8262,41.47,38.09,Houston,AL,35
pv_rooftop_county_lmi_pct_gwh.75,17014.9993,163.5862,5768.3641,66.9969,40.96,33.9,Fairbanks North Star,AK,75
pv_rooftop_county_lmi_pct_gwh.270,3451.9993,50.3387,1338.9628,20.2671,40.26,38.79,Grand,CO,270
pv_rooftop_county_lmi_pct_gwh.282,1143.9997,15.6577,552.7331,7.8662,50.24,48.32,Lincoln,CO,282
pv_rooftop_county_lmi_pct_gwh.2005,1162,12.7535,594.8309,6.8853,53.99,51.19,Emmons,ND,2005
pv_rooftop_county_lmi_pct_gwh.294,3302.9983,75.7928,1304.579,31.2513,41.23,39.5,Pitkin,CO,294
pv_rooftop_county_lmi_pct_gwh.2120,139683.0006,1638.8828,55029.611,692.783,42.27,39.4,Summit,OH,2120
pv_rooftop_county_lmi_pct_gwh.1802,337.9999,5.0639,160.7479,2.4223,47.83,47.56,De Baca,NM,1802
pv_rooftop_county_lmi_pct_gwh.1555,5314.9999,73.9957,2432.6751,36.6382,49.51,45.77,New Madrid,MO,1555
pv_rooftop_county_lmi_pct_gwh.424,3590.0005,48.3934,1595.5432,22.2008,45.88,44.44,Cook,GA,424
pv_rooftop_county_lmi_pct_gwh.442,6794.9998,78.6409,2640.0997,31.7773,40.41,38.85,Fannin,GA,442
pv_rooftop_county_lmi_pct_gwh.444,23552.0031,314.5771,8637.4011,127.2439,40.45,36.67,Floyd,GA,444
pv_rooftop_county_lmi_pct_gwh.493,44957.9991,804.1192,16582.1956,315.1178,39.19,36.88,Muscogee,GA,493
pv_rooftop_county_lmi_pct_gwh.1636,463.9999,5.141,195.2137,2.1616,42.05,42.07,Powder River,MT,1636
pv_rooftop_county_lmi_pct_gwh.498,6494.9996,93.9107,2547.3488,41.8741,44.59,39.22,Peach,GA,498
pv_rooftop_county_lmi_pct_gwh.501,4658.9998,53.8216,2029.135,24.1501,44.87,43.55,Pike,GA,501
pv_rooftop_county_lmi_pct_gwh.619,2059.9999,22.604,874.1441,9.9904,44.2,42.43,Edwards,IL,619
pv_rooftop_county_lmi_pct_gwh.622,4809.9991,54.9262,2162.5055,25.5873,46.58,44.96,Ford,IL,622
pv_rooftop_county_lmi_pct_gwh.623,12343.9997,148.2657,5787.9413,72.9079,49.17,46.89,Franklin,IL,623
pv_rooftop_county_lmi_pct_gwh.787,8532.9993,95.3706,3001.0137,35.9399,37.68,35.17,Wells,IN,787
pv_rooftop_county_lmi_pct_gwh.761,43214.9999,549.4337,13098.2756,190.0888,34.6,30.31,Porter,IN,761
pv_rooftop_county_lmi_pct_gwh.797,8001.0001,97.2259,3177.2815,42.8307,44.05,39.71,Boone,IA,797
pv_rooftop_county_lmi_pct_gwh.802,3491.9997,39.1414,1535.8714,17.8666,45.65,43.98,Calhoun,IA,802
pv_rooftop_county_lmi_pct_gwh.808,4268.0006,47.3678,1792.1634,21.2623,44.89,41.99,Chickasaw,IA,808
pv_rooftop_county_lmi_pct_gwh.818,12570.9996,156.046,5552.3341,74.6909,47.86,44.17,Des Moines,IA,818
pv_rooftop_county_lmi_pct_gwh.824,3493,38.6888,1461.9889,16.9878,43.91,41.85,Franklin,IA,824
pv_rooftop_county_lmi_pct_gwh.836,2473.9997,28.6561,1074.7108,13.4384,46.9,43.44,Ida,IA,836
pv_rooftop_county_lmi_pct_gwh.837,5176.9995,66.4566,2092.0214,29.6381,44.6,40.41,Iowa,IA,837
pv_rooftop_county_lmi_pct_gwh.840,4775.0007,62.7905,2172.1017,30.648,48.81,45.49,Jefferson,IA,840
pv_rooftop_county_lmi_pct_gwh.925,2219.0001,27.1162,1026.0093,13.0738,48.21,46.24,Greenwood,KS,925
pv_rooftop_county_lmi_pct_gwh.928,10828.9993,145.855,4216.6945,62.2506,42.68,38.94,Harvey,KS,928
pv_rooftop_county_lmi_pct_gwh.992,1265.0003,14.9541,629.9762,7.5631,50.58,49.8,Woodson,KS,992
pv_rooftop_county_lmi_pct_gwh.2099,4288.9996,42.9853,1788.6098,18.4431,42.91,41.7,Monroe,OH,2099
pv_rooftop_county_lmi_pct_gwh.2102,9477.9998,100.6511,4154.591,46.0904,45.79,43.83,Morrow,OH,2102
pv_rooftop_county_lmi_pct_gwh.1056,12160.9995,148.1147,4832.7346,64.9588,43.86,39.74,Laurel,KY,1056
pv_rooftop_county_lmi_pct_gwh.1073,1926,21.2586,1030.5872,12.3137,57.92,53.51,Martin,KY,1073
pv_rooftop_county_lmi_pct_gwh.118,1378.9996,15.0342,553.3507,6.0801,40.44,40.13,Calhoun,AR,118
pv_rooftop_county_lmi_pct_gwh.600,1671.0005,21.3579,693.8626,9.4899,44.43,41.52,Brown,IL,600
pv_rooftop_county_lmi_pct_gwh.1067,3327.9992,37.154,2155.6696,24.7775,66.69,64.77,McCreary,KY,1067
pv_rooftop_county_lmi_pct_gwh.2753,9048.0002,115.085,3528.9101,47.0267,40.86,39,Upshur,TX,2753
pv_rooftop_county_lmi_pct_gwh.1100,4886.0004,62.8954,1984.1764,28.2149,44.86,40.61,Simpson,KY,1100
pv_rooftop_county_lmi_pct_gwh.1110,3311,37.9394,1683.6004,19.4909,51.37,50.85,Webster,KY,1110
